date_scraped,search_page_num,chemical_name,chemical_page
2019-12-07 11:47:24.807842,1,WATER,https://www.ewg.org/skindeep/ingredients/706945-WATER
2019-12-07 11:47:24.867245,1,FRAGRANCE,https://www.ewg.org/skindeep/ingredients/702512-FRAGRANCE
2019-12-07 11:47:24.910415,1,GLYCERIN,https://www.ewg.org/skindeep/ingredients/702620-GLYCERIN
2019-12-07 11:47:24.953238,1,IRON OXIDES,https://www.ewg.org/skindeep/ingredients/706410-IRON_OXIDES
2019-12-07 11:47:25.005807,1,TITANIUM DIOXIDE,https://www.ewg.org/skindeep/ingredients/706561-TITANIUM_DIOXIDE
2019-12-07 11:47:25.054555,1,MICA,https://www.ewg.org/skindeep/ingredients/703949-MICA
2019-12-07 11:47:25.095923,1,PHENOXYETHANOL,https://www.ewg.org/skindeep/ingredients/704811-PHENOXYETHANOL
2019-12-07 11:47:25.138370,1,TOCOPHERYL ACETATE,https://www.ewg.org/skindeep/ingredients/706569-TOCOPHERYL_ACETATE
2019-12-07 11:47:25.176902,1,DIMETHICONE,https://www.ewg.org/skindeep/ingredients/702011-DIMETHICONE
2019-12-07 11:47:25.216360,1,TOCOPHEROL,https://www.ewg.org/skindeep/ingredients/706564-TOCOPHEROL
2019-12-07 11:47:25.251595,1,"SILICA, AMORPHOUS",https://www.ewg.org/skindeep/ingredients/705911-SILICA_AMORPHOUS
2019-12-07 11:47:25.284638,1,CITRIC ACID,https://www.ewg.org/skindeep/ingredients/701385-CITRIC_ACID
2019-12-07 11:47:25.319280,1,METHYLPARABEN,https://www.ewg.org/skindeep/ingredients/703937-METHYLPARABEN
2019-12-07 11:47:25.356114,1,PROPYLPARABEN,https://www.ewg.org/skindeep/ingredients/705335-PROPYLPARABEN
2019-12-07 11:47:25.390123,1,DISODIUM EDTA,https://www.ewg.org/skindeep/ingredients/702146-DISODIUM_EDTA
2019-12-07 11:47:25.427466,1,BUTYROSPERMUM PARKII (SHEA BUTTER),https://www.ewg.org/skindeep/ingredients/700875-BUTYROSPERMUM_PARKII_SHEA_BUTTER
2019-12-07 11:47:25.462526,1,BEESWAX,https://www.ewg.org/skindeep/ingredients/700643-BEESWAX
2019-12-07 11:47:25.498972,1,PANTHENOL,https://www.ewg.org/skindeep/ingredients/704436-PANTHENOL
2019-12-07 11:47:25.537068,1,XANTHAN GUM,https://www.ewg.org/skindeep/ingredients/706998-XANTHAN_GUM
2019-12-07 11:47:25.570276,1,CAPRYLIC/ CAPRIC TRIGLYCERIDE,https://www.ewg.org/skindeep/ingredients/701056-CAPRYLIC_CAPRIC_TRIGLYCERIDE
2019-12-07 11:47:25.604002,1,PROPYLENE GLYCOL,https://www.ewg.org/skindeep/ingredients/705315-PROPYLENE_GLYCOL
2019-12-07 11:47:25.639926,1,CETEARYL ALCOHOL,https://www.ewg.org/skindeep/ingredients/701236-CETEARYL_ALCOHOL
2019-12-07 11:47:25.679054,1,CAPRYLYL GLYCOL,https://www.ewg.org/skindeep/ingredients/701067-CAPRYLYL_GLYCOL
2019-12-07 11:47:25.737292,1,SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL,https://www.ewg.org/skindeep/ingredients/705966-SIMMONDSIA_CHINENSIS_JOJOBA_SEED_OIL
2019-12-07 11:47:25.771461,1,LINALOOL,https://www.ewg.org/skindeep/ingredients/703568-LINALOOL
2019-12-07 11:47:25.807327,1,BUTYLENE GLYCOL,https://www.ewg.org/skindeep/ingredients/700861-BUTYLENE_GLYCOL
2019-12-07 11:47:25.844288,1,CYCLOPENTASILOXANE,https://www.ewg.org/skindeep/ingredients/701741-CYCLOPENTASILOXANE
2019-12-07 11:47:25.881775,1,LIMONENE,https://www.ewg.org/skindeep/ingredients/702113-LIMONENE
2019-12-07 11:47:25.916081,1,SODIUM CHLORIDE,https://www.ewg.org/skindeep/ingredients/706025-SODIUM_CHLORIDE
2019-12-07 11:47:25.950930,1,HELIANTHUS ANNUUS (SUNFLOWER) OIL,https://www.ewg.org/skindeep/ingredients/702804-HELIANTHUS_ANNUUS_SUNFLOWER_OIL
2019-12-07 11:47:25.985416,1,CARMINE,https://www.ewg.org/skindeep/ingredients/701120-CARMINE
2019-12-07 11:47:26.023054,1,ULTRAMARINES,https://www.ewg.org/skindeep/ingredients/706769-ULTRAMARINES
2019-12-07 11:47:26.058428,1,GLYCERYL MONOSTEARATE,https://www.ewg.org/skindeep/ingredients/702648-GLYCERYL_MONOSTEARATE
2019-12-07 11:47:26.092674,1,CETYL ALCOHOL,https://www.ewg.org/skindeep/ingredients/701263-CETYL_ALCOHOL
2019-12-07 11:47:26.131939,1,COCOS NUCIFERA (COCONUT) OIL,https://www.ewg.org/skindeep/ingredients/701566-COCOS_NUCIFERA_COCONUT_OIL
2019-12-07 11:47:26.165682,1,STEARIC ACID,https://www.ewg.org/skindeep/ingredients/706311-STEARIC_ACID
2019-12-07 11:57:39.182363,2,FD&C YELLOW 5 ALUMINUM LAKE,https://www.ewg.org/skindeep/ingredients/702443-FDC_YELLOW_5_ALUMINUM_LAKE
2019-12-07 11:57:39.232985,2,ETHYLHEXYLGLYCERIN,https://www.ewg.org/skindeep/ingredients/702352-ETHYLHEXYLGLYCERIN
2019-12-07 11:57:39.282147,2,FD&C BLUE 1 ALUMINUM LAKE,https://www.ewg.org/skindeep/ingredients/702409-FDC_BLUE_1_ALUMINUM_LAKE
2019-12-07 11:57:39.330962,2,POTASSIUM SORBATE,https://www.ewg.org/skindeep/ingredients/705225-POTASSIUM_SORBATE
2019-12-07 11:57:39.382145,2,BENZYL ALCOHOL,https://www.ewg.org/skindeep/ingredients/700697-BENZYL_ALCOHOL
2019-12-07 11:57:39.422878,2,TALC,https://www.ewg.org/skindeep/ingredients/706427-TALC
2019-12-07 11:57:39.474348,2,SODIUM BENZOATE,https://www.ewg.org/skindeep/ingredients/705989-SODIUM_BENZOATE
2019-12-07 11:57:39.519714,2,D&C RED 7 LAKE,https://www.ewg.org/skindeep/ingredients/701826-DC_RED_7_LAKE
2019-12-07 11:57:39.580537,2,BHT,https://www.ewg.org/skindeep/ingredients/700741-BHT
2019-12-07 11:57:39.625692,2,POLYETHYLENE,https://www.ewg.org/skindeep/ingredients/704981-POLYETHYLENE
2019-12-07 11:57:39.663133,2,ALOE BARBADENSIS (ALOE VERA) GEL,https://www.ewg.org/skindeep/ingredients/700269-ALOE_BARBADENSIS_ALOE_VERA_GEL
2019-12-07 11:57:39.706837,2,COPERNICIA CERIFERA (CARNAUBA) WAX,https://www.ewg.org/skindeep/ingredients/701122-COPERNICIA_CERIFERA_CARNAUBA_WAX
2019-12-07 11:57:39.785267,2,TITANIUM DIOXIDE (sunscreen grade),https://www.ewg.org/skindeep/ingredients/726566-TITANIUM_DIOXIDE_sunscreen_grade
2019-12-07 11:57:39.863301,2,BISMUTH OXYCHLORIDE,https://www.ewg.org/skindeep/ingredients/700778-BISMUTH_OXYCHLORIDE
2019-12-07 11:57:39.905156,2,OCTISALATE,https://www.ewg.org/skindeep/ingredients/704204-OCTISALATE
2019-12-07 11:57:40.023629,2,METHYLISOTHIAZOLINONE,https://www.ewg.org/skindeep/ingredients/703935-METHYLISOTHIAZOLINONE
2019-12-07 11:57:40.068547,2,OLEA EUROPAEA (OLIVE) OIL,https://www.ewg.org/skindeep/ingredients/704252-OLEA_EUROPAEA_OLIVE_OIL
2019-12-07 11:57:40.114162,2,MANGANESE VIOLET,https://www.ewg.org/skindeep/ingredients/703741-MANGANESE_VIOLET
2019-12-07 11:57:40.151051,2,EUPHORBIA CERIFERA (CANDELILLA) WAX,https://www.ewg.org/skindeep/ingredients/701042-EUPHORBIA_CERIFERA_CANDELILLA_WAX
2019-12-07 11:57:40.191369,2,OCTINOXATE,https://www.ewg.org/skindeep/ingredients/704203-OCTINOXATE
2019-12-07 11:57:40.239443,2,AVOBENZONE,https://www.ewg.org/skindeep/ingredients/700596-AVOBENZONE
2019-12-07 11:57:40.287161,2,CASTOR OIL,https://www.ewg.org/skindeep/ingredients/701158-CASTOR_OIL
2019-12-07 11:57:40.330569,2,TIN OXIDE,https://www.ewg.org/skindeep/ingredients/706558-TIN_OXIDE
2019-12-07 11:57:40.374411,2,ASCORBYL PALMITATE (VITAMIN C PALMITATE),https://www.ewg.org/skindeep/ingredients/700555-ASCORBYL_PALMITATE_VITAMIN_C_PALMITATE
2019-12-07 11:57:40.426974,2,CARBOMER,https://www.ewg.org/skindeep/ingredients/701088-CARBOMER
2019-12-07 11:57:40.466588,2,ETHYLHEXYL PALMITATE,https://www.ewg.org/skindeep/ingredients/702348-ETHYLHEXYL_PALMITATE
2019-12-07 11:57:40.512931,2,ALOE BARBADENSIS (ALOE VERA) LEAF EXTRACT,https://www.ewg.org/skindeep/ingredients/700273-ALOE_BARBADENSIS_ALOE_VERA_LEAF_EXTRACT
2019-12-07 11:57:40.551526,2,TETRASODIUM EDTA,https://www.ewg.org/skindeep/ingredients/706510-TETRASODIUM_EDTA
2019-12-07 11:57:40.598633,2,COCAMIDOPROPYL BETAINE,https://www.ewg.org/skindeep/ingredients/701520-COCAMIDOPROPYL_BETAINE
2019-12-07 11:57:40.639964,2,LECITHIN,https://www.ewg.org/skindeep/ingredients/703513-LECITHIN
2019-12-07 11:57:40.684430,2,THEOBROMA CACAO (CACAO) SEED BUTTER,https://www.ewg.org/skindeep/ingredients/706517-THEOBROMA_CACAO_CACAO_SEED_BUTTER
2019-12-07 11:57:40.745330,2,CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT,https://www.ewg.org/skindeep/ingredients/701026-CAMELLIA_SINENSIS_GREEN_TEA_LEAF_EXTRACT
2019-12-07 11:57:40.783947,2,ISOPROPYL ALCOHOL,https://www.ewg.org/skindeep/ingredients/703198-ISOPROPYL_ALCOHOL
2019-12-07 11:57:40.823112,2,SODIUM HYDROXIDE,https://www.ewg.org/skindeep/ingredients/706075-SODIUM_HYDROXIDE
2019-12-07 11:57:40.868430,2,GERANIOL,https://www.ewg.org/skindeep/ingredients/702568-GERANIOL
2019-12-07 11:57:40.933362,2,SYNTHETIC FLUORPHLOGOPITE,https://www.ewg.org/skindeep/ingredients/706409-SYNTHETIC_FLUORPHLOGOPITE
2019-12-07 12:21:21.073005,3,CITRONELLOL,https://www.ewg.org/skindeep/ingredients/701389-CITRONELLOL
2019-12-07 12:21:21.124338,3,TRIETHANOLAMINE,https://www.ewg.org/skindeep/ingredients/706639-TRIETHANOLAMINE
2019-12-07 12:21:21.211680,3,MINERAL OIL,https://www.ewg.org/skindeep/ingredients/703977-MINERAL_OIL
2019-12-07 12:21:21.252168,3,LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL,https://www.ewg.org/skindeep/ingredients/703475-LAVANDULA_ANGUSTIFOLIA_LAVENDER_OIL
2019-12-07 12:21:21.287139,3,SODIUM HYALURONATE,https://www.ewg.org/skindeep/ingredients/706071-SODIUM_HYALURONATE
2019-12-07 12:21:21.323283,3,OCTOCRYLENE,https://www.ewg.org/skindeep/ingredients/704206-OCTOCRYLENE
2019-12-07 12:21:21.362009,3,RETINYL PALMITATE (VITAMIN A PALMITATE),https://www.ewg.org/skindeep/ingredients/705545-RETINYL_PALMITATE_VITAMIN_A_PALMITATE
2019-12-07 12:21:21.396336,3,DISTEARDIMONIUM HECTORITE,https://www.ewg.org/skindeep/ingredients/702178-DISTEARDIMONIUM_HECTORITE
2019-12-07 12:21:21.431390,3,ZINC OXIDE (sunscreen grade > 100nm),https://www.ewg.org/skindeep/ingredients/703959-ZINC_OXIDE_sunscreen_grade__100nm
2019-12-07 12:21:21.466088,3,OXYBENZONE,https://www.ewg.org/skindeep/ingredients/704372-OXYBENZONE
2019-12-07 12:21:21.503052,3,PERSEA GRATISSIMA (AVOCADO) OIL,https://www.ewg.org/skindeep/ingredients/704777-PERSEA_GRATISSIMA_AVOCADO_OIL
2019-12-07 12:21:21.537223,3,ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT,https://www.ewg.org/skindeep/ingredients/705656-ROSMARINUS_OFFICINALIS_ROSEMARY_LEAF_EXTRACT
2019-12-07 12:21:21.571748,3,KAOLIN,https://www.ewg.org/skindeep/ingredients/703305-KAOLIN
2019-12-07 12:21:21.605367,3,POLYSORBATE-20,https://www.ewg.org/skindeep/ingredients/705137-POLYSORBATE20
2019-12-07 12:21:21.638663,3,STEARYL ALCOHOL,https://www.ewg.org/skindeep/ingredients/706325-STEARYL_ALCOHOL
2019-12-07 12:21:21.672436,3,FD&C YELLOW 5,https://www.ewg.org/skindeep/ingredients/702442-FDC_YELLOW_5
2019-12-07 12:21:21.707639,3,HEXYL CINNAMAL,https://www.ewg.org/skindeep/ingredients/702841-HEXYL_CINNAMAL
2019-12-07 12:21:21.741019,3,ALUMINA,https://www.ewg.org/skindeep/ingredients/700309-ALUMINA
2019-12-07 12:21:21.997612,3,OZOKERITE,https://www.ewg.org/skindeep/ingredients/704381-OZOKERITE
2019-12-07 12:21:22.082871,3,ISODODECANE,https://www.ewg.org/skindeep/ingredients/703179-ISODODECANE
2019-12-07 12:21:22.158540,3,SD ALCOHOL 1,https://www.ewg.org/skindeep/ingredients/723480-SD_ALCOHOL_1
2019-12-07 12:21:22.196424,3,ETHYLPARABEN,https://www.ewg.org/skindeep/ingredients/702355-ETHYLPARABEN
2019-12-07 12:21:22.229050,3,METHYLCHLOROISOTHIAZOLINONE,https://www.ewg.org/skindeep/ingredients/703924-METHYLCHLOROISOTHIAZOLINONE
2019-12-07 12:21:22.263895,3,BUTYL ACETATE,https://www.ewg.org/skindeep/ingredients/700847-BUTYL_ACETATE
2019-12-07 12:21:22.297727,3,ETHYL ACETATE,https://www.ewg.org/skindeep/ingredients/702293-ETHYL_ACETATE
2019-12-07 12:21:22.330989,3,FERRIC FERROCYANIDE,https://www.ewg.org/skindeep/ingredients/702454-FERRIC_FERROCYANIDE
2019-12-07 12:21:22.364169,3,CALCIUM ALUMINUM BOROSILICATE,https://www.ewg.org/skindeep/ingredients/700955-CALCIUM_ALUMINUM_BOROSILICATE
2019-12-07 12:21:22.397050,3,MICROCRYSTALLINE WAX (CERA MICROCRISTALLINA),https://www.ewg.org/skindeep/ingredients/703957-MICROCRYSTALLINE_WAX_CERA_MICROCRISTALLINA
2019-12-07 12:21:22.433268,3,TRIMETHYLSILOXYSILICATE,https://www.ewg.org/skindeep/ingredients/706697-TRIMETHYLSILOXYSILICATE
2019-12-07 12:21:22.466485,3,SODIUM LAURETH SULFATE,https://www.ewg.org/skindeep/ingredients/706089-SODIUM_LAURETH_SULFATE
2019-12-07 12:21:22.499935,3,HOMOSALATE,https://www.ewg.org/skindeep/ingredients/702867-HOMOSALATE
2019-12-07 12:21:22.533220,3,NITROCELLULOSE,https://www.ewg.org/skindeep/ingredients/704142-NITROCELLULOSE
2019-12-07 12:21:22.569662,3,PROPYLENE CARBONATE,https://www.ewg.org/skindeep/ingredients/705314-PROPYLENE_CARBONATE
2019-12-07 12:21:22.602754,3,ALLANTOIN,https://www.ewg.org/skindeep/ingredients/700244-ALLANTOIN
2019-12-07 12:21:22.636053,3,PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL,https://www.ewg.org/skindeep/ingredients/707096-PRUNUS_AMYGDALUS_DULCIS_SWEET_ALMOND_OIL
2019-12-07 12:21:22.668961,3,CALCIUM SODIUM BOROSILICATE,https://www.ewg.org/skindeep/ingredients/700975-CALCIUM_SODIUM_BOROSILICATE
2019-12-07 12:45:02.759232,4,FERRIC AMMONIUM FERROCYANIDE,https://www.ewg.org/skindeep/ingredients/702453-FERRIC_AMMONIUM_FERROCYANIDE
2019-12-07 12:45:02.793864,4,CHROMIUM OXIDE GREENS,https://www.ewg.org/skindeep/ingredients/701345-CHROMIUM_OXIDE_GREENS
2019-12-07 12:45:03.073268,4,C12-15 ALKYL BENZOATE,https://www.ewg.org/skindeep/ingredients/700898-C1215_ALKYL_BENZOATE
2019-12-07 12:45:03.167076,4,ACRYLATES COPOLYMER,https://www.ewg.org/skindeep/ingredients/700123-ACRYLATES_COPOLYMER
2019-12-07 12:45:03.207930,4,OCTYLDODECANOL,https://www.ewg.org/skindeep/ingredients/704230-OCTYLDODECANOL
2019-12-07 12:45:03.318066,4,PEG-100 STEARATE,https://www.ewg.org/skindeep/ingredients/721388-PEG100_STEARATE
2019-12-07 12:45:03.353953,4,POLYBUTENE,https://www.ewg.org/skindeep/ingredients/722382-POLYBUTENE
2019-12-07 12:45:03.390904,4,CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT,https://www.ewg.org/skindeep/ingredients/701294-CHAMOMILLA_RECUTITA_MATRICARIA_FLOWER_EXTRACT
2019-12-07 12:45:03.430296,4,NYLON-12,https://www.ewg.org/skindeep/ingredients/704161-NYLON12
2019-12-07 12:45:03.466910,4,FD&C BLUE 1,https://www.ewg.org/skindeep/ingredients/702408-FDC_BLUE_1
2019-12-07 12:45:03.513002,4,SQUALANE,https://www.ewg.org/skindeep/ingredients/706264-SQUALANE
2019-12-07 12:45:03.551038,4,BUTYLPARABEN,https://www.ewg.org/skindeep/ingredients/700868-BUTYLPARABEN
2019-12-07 12:45:03.600436,4,PHENYL TRIMETHICONE,https://www.ewg.org/skindeep/ingredients/704817-PHENYL_TRIMETHICONE
2019-12-07 12:45:03.633806,4,FLAVOR,https://www.ewg.org/skindeep/ingredients/706782-FLAVOR
2019-12-07 12:45:03.667986,4,BORON NITRIDE,https://www.ewg.org/skindeep/ingredients/700802-BORON_NITRIDE
2019-12-07 12:45:03.700725,4,ZINC STEARATE,https://www.ewg.org/skindeep/ingredients/707076-ZINC_STEARATE
2019-12-07 12:45:03.734208,4,ASCORBIC ACID (VITAMIN C),https://www.ewg.org/skindeep/ingredients/700544-ASCORBIC_ACID_VITAMIN_C
2019-12-07 12:45:03.767592,4,D&C RED 6,https://www.ewg.org/skindeep/ingredients/701819-DC_RED_6
2019-12-07 12:45:03.803734,4,ALUMINUM POWDER,https://www.ewg.org/skindeep/ingredients/700324-ALUMINUM_POWDER
2019-12-07 12:45:03.882458,4,LILIAL,https://www.ewg.org/skindeep/ingredients/700872-LILIAL
2019-12-07 12:45:03.923131,4,BENZYL SALICYLATE,https://www.ewg.org/skindeep/ingredients/700701-BENZYL_SALICYLATE
2019-12-07 12:45:03.987477,4,ETHANOL,https://www.ewg.org/skindeep/ingredients/702285-ETHANOL
2019-12-07 12:45:04.021039,4,HYDROGENATED POLYISOBUTENE,https://www.ewg.org/skindeep/ingredients/702946-HYDROGENATED_POLYISOBUTENE
2019-12-07 12:45:04.055887,4,PETROLATUM,https://www.ewg.org/skindeep/ingredients/704786-PETROLATUM
2019-12-07 12:45:04.099651,4,TRIETHOXYCAPRYLYLSILANE,https://www.ewg.org/skindeep/ingredients/706643-TRIETHOXYCAPRYLYLSILANE
2019-12-07 12:45:04.132872,4,BENZYL BENZOATE,https://www.ewg.org/skindeep/ingredients/700698-BENZYL_BENZOATE
2019-12-07 12:45:04.166354,4,DMDM HYDANTOIN (FORMALDEHYDE RELEASER),https://www.ewg.org/skindeep/ingredients/702196-DMDM_HYDANTOIN_FORMALDEHYDE_RELEASER
2019-12-07 12:45:04.199965,4,HEXYLENE GLYCOL,https://www.ewg.org/skindeep/ingredients/702849-HEXYLENE_GLYCOL
2019-12-07 12:45:04.236181,4,CITRAL,https://www.ewg.org/skindeep/ingredients/701383-CITRAL
2019-12-07 12:45:04.269496,4,SORBITOL,https://www.ewg.org/skindeep/ingredients/706239-SORBITOL
2019-12-07 12:45:04.305482,4,GLYCINE SOJA (SOYBEAN) OIL,https://www.ewg.org/skindeep/ingredients/702679-GLYCINE_SOJA_SOYBEAN_OIL
2019-12-07 12:45:04.339152,4,ALUMINUM HYDROXIDE,https://www.ewg.org/skindeep/ingredients/700321-ALUMINUM_HYDROXIDE
2019-12-07 12:45:04.372156,4,CALENDULA OFFICINALIS (POT MARIGOLD) FLOWER EXTRACT,https://www.ewg.org/skindeep/ingredients/700990-CALENDULA_OFFICINALIS_POT_MARIGOLD_FLOWER_EXTRACT
2019-12-07 12:45:04.405559,4,SODIUM DEHYDROACETATE,https://www.ewg.org/skindeep/ingredients/706054-SODIUM_DEHYDROACETATE
2019-12-07 12:45:04.439153,4,STEARALKONIUM HECTORITE,https://www.ewg.org/skindeep/ingredients/706280-STEARALKONIUM_HECTORITE
2019-12-07 12:45:04.483932,4,D&C RED 33,https://www.ewg.org/skindeep/ingredients/701803-DC_RED_33
2019-12-07 13:03:19.911991,5,BENZOPHENONE-1,https://www.ewg.org/skindeep/ingredients/700685-BENZOPHENONE1
2019-12-07 13:03:19.947766,5,CARTHAMNUS TINCTORIUS (SAFFLOWER) OIL,https://www.ewg.org/skindeep/ingredients/701141-CARTHAMNUS_TINCTORIUS_SAFFLOWER_OIL
2019-12-07 13:03:19.983621,5,ACRYLATES/ C10-30 ALKYL ACRYLATE CROSSPOLYMER,https://www.ewg.org/skindeep/ingredients/700138-ACRYLATES_C1030_ALKYL_ACRYLATE_CROSSPOLYMER
2019-12-07 13:03:20.020743,5,POLYETHYLENE TEREPHTHALATE,https://www.ewg.org/skindeep/ingredients/704991-POLYETHYLENE_TEREPHTHALATE
2019-12-07 13:03:20.067116,5,ZINC OXIDE,https://www.ewg.org/skindeep/ingredients/707070-ZINC_OXIDE
2019-12-07 13:03:20.110817,5,STEARALKONIUM BENTONITE,https://www.ewg.org/skindeep/ingredients/706278-STEARALKONIUM_BENTONITE
2019-12-07 13:03:20.151964,5,D&C RED 28 ALUMINUM LAKE,https://www.ewg.org/skindeep/ingredients/701798-DC_RED_28_ALUMINUM_LAKE
2019-12-07 13:03:20.188815,5,HYDROXYETHYLCELLULOSE,https://www.ewg.org/skindeep/ingredients/703059-HYDROXYETHYLCELLULOSE
2019-12-07 13:03:20.223548,5,VITIS VINIFERA (GRAPE) SEED OIL,https://www.ewg.org/skindeep/ingredients/706924-VITIS_VINIFERA_GRAPE_SEED_OIL
2019-12-07 13:03:20.258269,5,PARAFFIN,https://www.ewg.org/skindeep/ingredients/704453-PARAFFIN
2019-12-07 13:03:20.292062,5,CHLORPHENESIN,https://www.ewg.org/skindeep/ingredients/701327-CHLORPHENESIN
2019-12-07 13:03:20.325057,5,CETYL PEG/ PPG-10/ 1 DIMETHICONE,https://www.ewg.org/skindeep/ingredients/701277-CETYL_PEG_PPG10_1_DIMETHICONE
2019-12-07 13:03:20.362433,5,DIMETHICONOL,https://www.ewg.org/skindeep/ingredients/702044-DIMETHICONOL
2019-12-07 13:03:20.412305,5,BIS-DIGLYCERYL POLYACYLADIPATE-2,https://www.ewg.org/skindeep/ingredients/700758-BISDIGLYCERYL_POLYACYLADIPATE2
2019-12-07 13:03:20.453467,5,FD&C YELLOW 6 ALUMINUM LAKE,https://www.ewg.org/skindeep/ingredients/702445-FDC_YELLOW_6_ALUMINUM_LAKE
2019-12-07 13:03:20.493103,5,POLYSORBATE-60,https://www.ewg.org/skindeep/ingredients/705139-POLYSORBATE60
2019-12-07 13:03:20.552716,5,STYRENE/ ACRYLATES COPOLYMER,https://www.ewg.org/skindeep/ingredients/706353-STYRENE_ACRYLATES_COPOLYMER
2019-12-07 13:03:20.595699,5,COUMARIN,https://www.ewg.org/skindeep/ingredients/701686-COUMARIN
2019-12-07 13:03:20.635286,5,D&C RED 6 LAKE,https://www.ewg.org/skindeep/ingredients/701822-DC_RED_6_LAKE
2019-12-07 13:03:20.676887,5,SORBIC ACID,https://www.ewg.org/skindeep/ingredients/706224-SORBIC_ACID
2019-12-07 13:03:20.717358,5,ALPHA-ISOMETHYL IONONE,https://www.ewg.org/skindeep/ingredients/700295-ALPHAISOMETHYL_IONONE
2019-12-07 13:03:20.761111,5,D&C RED 7,https://www.ewg.org/skindeep/ingredients/701823-DC_RED_7
2019-12-07 13:03:20.804041,5,CETRIMONIUM CHLORIDE,https://www.ewg.org/skindeep/ingredients/701258-CETRIMONIUM_CHLORIDE
2019-12-07 13:03:20.844037,5,PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,https://www.ewg.org/skindeep/ingredients/722079-PENTAERYTHRITYL_TETRADITBUTYL_HYDROXYHYDROCINNAMATE
2019-12-07 13:03:20.884634,5,LAUROYL LYSINE,https://www.ewg.org/skindeep/ingredients/703434-LAUROYL_LYSINE
2019-12-07 13:03:20.928335,5,SODIUM CITRATE,https://www.ewg.org/skindeep/ingredients/706027-SODIUM_CITRATE
2019-12-07 13:03:20.969726,5,CHROMIUM HYDROXIDE GREEN,https://www.ewg.org/skindeep/ingredients/701344-CHROMIUM_HYDROXIDE_GREEN
2019-12-07 13:03:21.010451,5,CYCLOHEXASILOXANE,https://www.ewg.org/skindeep/ingredients/701736-CYCLOHEXASILOXANE
2019-12-07 13:03:21.053717,5,SODIUM LAURYL SULFATE,https://www.ewg.org/skindeep/ingredients/706110-SODIUM_LAURYL_SULFATE
2019-12-07 13:03:21.097362,5,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,https://www.ewg.org/skindeep/ingredients/702759-GUAR_HYDROXYPROPYLTRIMONIUM_CHLORIDE
2019-12-07 13:03:21.139560,5,PROPANEDIOL,https://www.ewg.org/skindeep/ingredients/723043-PROPANEDIOL
2019-12-07 13:03:21.180898,5,BISABOLOL,https://www.ewg.org/skindeep/ingredients/700771-BISABOLOL
2019-12-07 13:03:21.218690,5,ISOPROPYL MYRISTATE,https://www.ewg.org/skindeep/ingredients/703206-ISOPROPYL_MYRISTATE
2019-12-07 13:03:21.262644,5,BEHENYL ALCOHOL,https://www.ewg.org/skindeep/ingredients/700659-BEHENYL_ALCOHOL
2019-12-07 13:03:21.307549,5,D&C BLACK 2,https://www.ewg.org/skindeep/ingredients/725373-DC_BLACK_2
2019-12-07 13:03:21.349938,5,CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT,https://www.ewg.org/skindeep/ingredients/701707-CUCUMIS_SATIVUS_CUCUMBER_FRUIT_EXTRACT
2019-12-07 13:13:37.467902,6,DIAZOLIDINYL UREA (FORMALDEHYDE RELEASER),https://www.ewg.org/skindeep/ingredients/701923-DIAZOLIDINYL_UREA_FORMALDEHYDE_RELEASER
2019-12-07 13:13:37.503919,6,GLYCOL DISTEARATE,https://www.ewg.org/skindeep/ingredients/702699-GLYCOL_DISTEARATE
2019-12-07 13:13:37.547996,6,MAGNESIUM SULFATE,https://www.ewg.org/skindeep/ingredients/703709-MAGNESIUM_SULFATE
2019-12-07 13:13:37.585754,6,ALUMINUM STARCH OCTENYLSUCCINATE,https://www.ewg.org/skindeep/ingredients/700326-ALUMINUM_STARCH_OCTENYLSUCCINATE
2019-12-07 13:13:37.623729,6,AMODIMETHICONE,https://www.ewg.org/skindeep/ingredients/700387-AMODIMETHICONE
2019-12-07 13:13:37.664970,6,NIACINAMIDE,https://www.ewg.org/skindeep/ingredients/704134-NIACINAMIDE
2019-12-07 13:13:37.707991,6,D&C YELLOW 5 ALUMINUM LAKE,https://www.ewg.org/skindeep/ingredients/701837-DC_YELLOW_5_ALUMINUM_LAKE
2019-12-07 13:13:37.746115,6,METHICONE,https://www.ewg.org/skindeep/ingredients/703873-METHICONE
2019-12-07 13:13:37.782603,6,SYNTHETIC WAX,https://www.ewg.org/skindeep/ingredients/706414-SYNTHETIC_WAX
2019-12-07 13:13:37.817126,6,HYDROXYCITRONELLAL,https://www.ewg.org/skindeep/ingredients/703051-HYDROXYCITRONELLAL
2019-12-07 13:13:37.850843,6,D&C RED 30 LAKE,https://www.ewg.org/skindeep/ingredients/701802-DC_RED_30_LAKE
2019-12-07 13:13:37.890063,6,D&C VIOLET 2,https://www.ewg.org/skindeep/ingredients/701828-DC_VIOLET_2
